-1,558.3,538.2,538.3
0,633.2,594.7,589.5
5,627.3,585.1,582.3
10,626.4,586.9,580.5
20,616,584.7,578.3
30,616.8,581.5,579.3
50,609.8,581.2,574.1
70,602.7,574.1,569.6
100,597.7,572.8,569.2
