0,558.3,538.2,538.3
0.1,578,561.4,561
0.2,587.3,572.2,570.1
0.3,597.5,578.1,576.3
0.7,624,591.9,584.5
0.9,630.2,591.5,585.7
1,633.2,594.7,589.5
